City,State,year_number,month_number,month_period,total_incidents,total_victims
CLARKSBURG,MD,2018,5,2018-05,74,77.0
CLARKSBURG,MD,2018,6,2018-06,50,51.0
CLARKSBURG,MD,2018,7,2018-07,56,57.0
CLARKSBURG,MD,2018,8,2018-08,53,53.0
CLARKSBURG,MD,2018,9,2018-09,48,50.0
CLARKSBURG,MD,2018,10,2018-10,62,63.0
CLARKSBURG,MD,2018,11,2018-11,63,64.0
CLARKSBURG,MD,2018,12,2018-12,45,46.0
CLARKSBURG,MD,2019,1,2019-01,40,40.0
CLARKSBURG,MD,2019,2,2019-02,58,59.0
CLARKSBURG,MD,2019,3,2019-03,51,53.0
CLARKSBURG,MD,2019,4,2019-04,63,64.0
CLARKSBURG,MD,2019,5,2019-05,64,64.0
CLARKSBURG,MD,2019,6,2019-06,68,70.0
CLARKSBURG,MD,2019,7,2019-07,51,51.0
CLARKSBURG,MD,2019,8,2019-08,52,52.0
CLARKSBURG,MD,2019,9,2019-09,55,56.0
CLARKSBURG,MD,2019,10,2019-10,58,59.0
CLARKSBURG,MD,2019,11,2019-11,67,67.0
CLARKSBURG,MD,2019,12,2019-12,72,74.0
CLARKSBURG,MD,2020,1,2020-01,82,88.0
CLARKSBURG,MD,2020,2,2020-02,59,59.0
CLARKSBURG,MD,2020,3,2020-03,55,57.0
CLARKSBURG,MD,2020,4,2020-04,37,37.0
CLARKSBURG,MD,2020,5,2020-05,35,36.0
CLARKSBURG,MD,2020,6,2020-06,43,46.0
CLARKSBURG,MD,2020,7,2020-07,48,49.0
CLARKSBURG,MD,2020,8,2020-08,50,51.0
CLARKSBURG,MD,2020,9,2020-09,48,49.0
CLARKSBURG,MD,2020,10,2020-10,56,56.0
CLARKSBURG,MD,2020,11,2020-11,48,48.0
CLARKSBURG,MD,2020,12,2020-12,47,47.0
CLARKSBURG,MD,2021,1,2021-01,48,49.0
CLARKSBURG,MD,2021,2,2021-02,36,36.0
CLARKSBURG,MD,2021,3,2021-03,42,43.0
CLARKSBURG,MD,2021,4,2021-04,50,51.0
CLARKSBURG,MD,2021,5,2021-05,48,49.0
CLARKSBURG,MD,2021,6,2021-06,47,47.0
CLARKSBURG,MD,2021,7,2021-07,40,42.0
CLARKSBURG,MD,2021,8,2021-08,38,38.0
CLARKSBURG,MD,2021,9,2021-09,55,58.0
CLARKSBURG,MD,2021,10,2021-10,67,67.0
CLARKSBURG,MD,2021,11,2021-11,52,53.0
CLARKSBURG,MD,2021,12,2021-12,58,62.0
CLARKSBURG,MD,2022,1,2022-01,54,57.0
CLARKSBURG,MD,2022,2,2022-02,45,46.0
CLARKSBURG,MD,2022,3,2022-03,55,58.0
CLARKSBURG,MD,2022,4,2022-04,70,72.0
CLARKSBURG,MD,2022,5,2022-05,60,61.0
CLARKSBURG,MD,2022,6,2022-06,57,57.0
CLARKSBURG,MD,2022,7,2022-07,50,50.0
CLARKSBURG,MD,2022,8,2022-08,47,49.0
CLARKSBURG,MD,2022,9,2022-09,58,58.0
CLARKSBURG,MD,2022,10,2022-10,71,71.0
CLARKSBURG,MD,2022,11,2022-11,62,65.0
CLARKSBURG,MD,2022,12,2022-12,75,80.0
CLARKSBURG,MD,2023,1,2023-01,56,56.0
CLARKSBURG,MD,2023,2,2023-02,69,71.0
CLARKSBURG,MD,2023,3,2023-03,66,67.0
CLARKSBURG,MD,2023,4,2023-04,57,58.0
CLARKSBURG,MD,2023,5,2023-05,85,90.0
CLARKSBURG,MD,2023,6,2023-06,66,68.0
CLARKSBURG,MD,2023,7,2023-07,51,53.0
CLARKSBURG,MD,2023,8,2023-08,42,48.0
CLARKSBURG,MD,2023,9,2023-09,35,35.0
CLARKSBURG,MD,2023,10,2023-10,70,77.0
CLARKSBURG,MD,2023,11,2023-11,63,63.0
CLARKSBURG,MD,2023,12,2023-12,43,44.0
CLARKSBURG,MD,2024,1,2024-01,40,42.0
CLARKSBURG,MD,2024,2,2024-02,59,64.0
CLARKSBURG,MD,2024,3,2024-03,54,56.0
CLARKSBURG,MD,2024,4,2024-04,73,73.0
CLARKSBURG,MD,2024,5,2024-05,77,83.0
CLARKSBURG,MD,2024,6,2024-06,46,47.0
CLARKSBURG,MD,2024,7,2024-07,42,48.0
CLARKSBURG,MD,2024,8,2024-08,81,82.0
CLARKSBURG,MD,2024,9,2024-09,61,63.0
CLARKSBURG,MD,2024,10,2024-10,69,69.0
CLARKSBURG,MD,2024,11,2024-11,54,57.0
CLARKSBURG,MD,2024,12,2024-12,58,59.0
CLARKSBURG,MD,2025,1,2025-01,55,56.0
CLARKSBURG,MD,2025,2,2025-02,39,39.0
CLARKSBURG,MD,2025,3,2025-03,65,65.0
CLARKSBURG,MD,2025,4,2025-04,66,70.0
CLARKSBURG,MD,2025,5,2025-05,73,77.0
CLARKSBURG,MD,2025,6,2025-06,73,73.0
CLARKSBURG,MD,2025,7,2025-07,55,56.0
CLARKSBURG,MD,2025,8,2025-08,75,77.0
CLARKSBURG,MD,2025,9,2025-09,60,62.0
CLARKSBURG,MD,2025,10,2025-10,70,71.0
CLARKSBURG,MD,2025,11,2025-11,58,58.0
CLARKSBURG,MD,2025,12,2025-12,56,56.0
CLARKSBURG,MD,2026,1,2026-01,56,56.0
CLARKSBURG,MD,2026,2,2026-02,51,52.0
CLARKSBURG,MD,2026,3,2026-03,75,77.0
CLARKSBURG,MD,2026,4,2026-04,50,54.0
CLARKSBURG,MD,2026,5,2026-05,54,55.0
CLARKSBURG,MD,2026,6,2026-06,49,51.0
CLARKSBURG,MD,2026,7,2026-07,5,5.0
DAMASCUS,MD,2016,7,2016-07,29,29.0
DAMASCUS,MD,2016,8,2016-08,33,33.0
DAMASCUS,MD,2016,9,2016-09,40,40.0
DAMASCUS,MD,2016,10,2016-10,55,55.0
DAMASCUS,MD,2016,11,2016-11,25,25.0
DAMASCUS,MD,2016,12,2016-12,53,54.0
DAMASCUS,MD,2017,1,2017-01,47,52.0
DAMASCUS,MD,2017,2,2017-02,28,28.0
DAMASCUS,MD,2017,3,2017-03,35,35.0
DAMASCUS,MD,2017,4,2017-04,20,20.0
DAMASCUS,MD,2017,5,2017-05,25,26.0
DAMASCUS,MD,2017,6,2017-06,28,32.0
DAMASCUS,MD,2017,7,2017-07,30,30.0
DAMASCUS,MD,2017,8,2017-08,28,28.0
DAMASCUS,MD,2017,9,2017-09,42,42.0
DAMASCUS,MD,2017,10,2017-10,38,39.0
DAMASCUS,MD,2017,11,2017-11,38,41.0
DAMASCUS,MD,2017,12,2017-12,31,32.0
DAMASCUS,MD,2018,1,2018-01,29,29.0
DAMASCUS,MD,2018,2,2018-02,23,23.0
DAMASCUS,MD,2018,3,2018-03,27,27.0
DAMASCUS,MD,2018,4,2018-04,33,36.0
DAMASCUS,MD,2018,5,2018-05,32,33.0
DAMASCUS,MD,2018,6,2018-06,38,39.0
DAMASCUS,MD,2018,7,2018-07,33,35.0
DAMASCUS,MD,2018,8,2018-08,32,32.0
DAMASCUS,MD,2018,9,2018-09,42,42.0
DAMASCUS,MD,2018,10,2018-10,41,45.0
DAMASCUS,MD,2018,11,2018-11,37,38.0
DAMASCUS,MD,2018,12,2018-12,40,40.0
DAMASCUS,MD,2019,1,2019-01,39,41.0
DAMASCUS,MD,2019,2,2019-02,23,24.0
DAMASCUS,MD,2019,3,2019-03,32,32.0
DAMASCUS,MD,2019,4,2019-04,26,26.0
DAMASCUS,MD,2019,5,2019-05,44,44.0
DAMASCUS,MD,2019,6,2019-06,28,30.0
DAMASCUS,MD,2019,7,2019-07,29,29.0
DAMASCUS,MD,2019,8,2019-08,34,34.0
DAMASCUS,MD,2019,9,2019-09,39,39.0
DAMASCUS,MD,2019,10,2019-10,38,41.0
DAMASCUS,MD,2019,11,2019-11,42,44.0
DAMASCUS,MD,2019,12,2019-12,23,23.0
DAMASCUS,MD,2020,1,2020-01,24,24.0
DAMASCUS,MD,2020,2,2020-02,26,28.0
DAMASCUS,MD,2020,3,2020-03,37,38.0
DAMASCUS,MD,2020,4,2020-04,15,15.0
DAMASCUS,MD,2020,5,2020-05,25,26.0
DAMASCUS,MD,2020,6,2020-06,21,21.0
DAMASCUS,MD,2020,7,2020-07,28,30.0
DAMASCUS,MD,2020,8,2020-08,41,41.0
DAMASCUS,MD,2020,9,2020-09,30,30.0
DAMASCUS,MD,2020,10,2020-10,25,25.0
DAMASCUS,MD,2020,11,2020-11,28,28.0
DAMASCUS,MD,2020,12,2020-12,27,29.0
DAMASCUS,MD,2021,1,2021-01,24,24.0
DAMASCUS,MD,2021,2,2021-02,23,23.0
DAMASCUS,MD,2021,3,2021-03,26,26.0
DAMASCUS,MD,2021,4,2021-04,34,35.0
DAMASCUS,MD,2021,5,2021-05,49,52.0
DAMASCUS,MD,2021,6,2021-06,24,24.0
DAMASCUS,MD,2021,7,2021-07,41,42.0
DAMASCUS,MD,2021,8,2021-08,57,57.0
DAMASCUS,MD,2021,9,2021-09,25,26.0
DAMASCUS,MD,2021,10,2021-10,28,28.0
DAMASCUS,MD,2021,11,2021-11,28,28.0
DAMASCUS,MD,2021,12,2021-12,33,37.0
DAMASCUS,MD,2022,1,2022-01,33,36.0
DAMASCUS,MD,2022,2,2022-02,35,35.0
DAMASCUS,MD,2022,3,2022-03,30,30.0
DAMASCUS,MD,2022,4,2022-04,30,30.0
DAMASCUS,MD,2022,5,2022-05,44,46.0
DAMASCUS,MD,2022,6,2022-06,42,45.0
DAMASCUS,MD,2022,7,2022-07,27,27.0
DAMASCUS,MD,2022,8,2022-08,27,27.0
DAMASCUS,MD,2022,9,2022-09,26,26.0
DAMASCUS,MD,2022,10,2022-10,39,39.0
DAMASCUS,MD,2022,11,2022-11,37,37.0
DAMASCUS,MD,2022,12,2022-12,30,31.0
DAMASCUS,MD,2023,1,2023-01,30,31.0
DAMASCUS,MD,2023,2,2023-02,26,26.0
DAMASCUS,MD,2023,3,2023-03,34,34.0
DAMASCUS,MD,2023,4,2023-04,30,31.0
DAMASCUS,MD,2023,5,2023-05,25,25.0
DAMASCUS,MD,2023,6,2023-06,31,31.0
DAMASCUS,MD,2023,7,2023-07,23,25.0
DAMASCUS,MD,2023,8,2023-08,30,31.0
DAMASCUS,MD,2023,9,2023-09,19,20.0
DAMASCUS,MD,2023,10,2023-10,16,17.0
DAMASCUS,MD,2023,11,2023-11,29,31.0
DAMASCUS,MD,2023,12,2023-12,26,27.0
DAMASCUS,MD,2024,1,2024-01,24,25.0
DAMASCUS,MD,2024,2,2024-02,22,23.0
DAMASCUS,MD,2024,3,2024-03,20,20.0
DAMASCUS,MD,2024,4,2024-04,31,32.0
DAMASCUS,MD,2024,5,2024-05,30,31.0
DAMASCUS,MD,2024,6,2024-06,28,31.0
DAMASCUS,MD,2024,7,2024-07,26,26.0
DAMASCUS,MD,2024,8,2024-08,24,24.0
DAMASCUS,MD,2024,9,2024-09,22,22.0
DAMASCUS,MD,2024,10,2024-10,29,30.0
DAMASCUS,MD,2024,11,2024-11,31,32.0
DAMASCUS,MD,2024,12,2024-12,21,24.0
DAMASCUS,MD,2025,1,2025-01,24,25.0
DAMASCUS,MD,2025,2,2025-02,17,18.0
DAMASCUS,MD,2025,3,2025-03,35,37.0
DAMASCUS,MD,2025,4,2025-04,27,29.0
DAMASCUS,MD,2025,5,2025-05,43,45.0
DAMASCUS,MD,2025,6,2025-06,26,29.0
DAMASCUS,MD,2025,7,2025-07,26,26.0
DAMASCUS,MD,2025,8,2025-08,43,43.0
DAMASCUS,MD,2025,9,2025-09,20,22.0
DAMASCUS,MD,2025,10,2025-10,35,37.0
DAMASCUS,MD,2025,11,2025-11,25,26.0
DAMASCUS,MD,2025,12,2025-12,33,33.0
DAMASCUS,MD,2026,1,2026-01,28,29.0
DAMASCUS,MD,2026,2,2026-02,24,26.0
DAMASCUS,MD,2026,3,2026-03,34,36.0
DAMASCUS,MD,2026,4,2026-04,33,34.0
DAMASCUS,MD,2026,5,2026-05,40,47.0
DAMASCUS,MD,2026,6,2026-06,26,26.0
DAMASCUS,MD,2026,7,2026-07,3,5.0
DERWOOD,MD,2016,7,2016-07,36,36.0
DERWOOD,MD,2016,8,2016-08,60,62.0
DERWOOD,MD,2016,9,2016-09,59,59.0
DERWOOD,MD,2016,10,2016-10,53,53.0
DERWOOD,MD,2016,11,2016-11,54,54.0
DERWOOD,MD,2016,12,2016-12,47,47.0
DERWOOD,MD,2017,1,2017-01,57,57.0
DERWOOD,MD,2017,2,2017-02,51,51.0
DERWOOD,MD,2017,3,2017-03,57,57.0
DERWOOD,MD,2017,4,2017-04,50,50.0
DERWOOD,MD,2017,5,2017-05,73,74.0
DERWOOD,MD,2017,6,2017-06,79,79.0
DERWOOD,MD,2017,7,2017-07,79,80.0
DERWOOD,MD,2017,8,2017-08,80,80.0
DERWOOD,MD,2017,9,2017-09,66,66.0
DERWOOD,MD,2017,10,2017-10,77,79.0
DERWOOD,MD,2017,11,2017-11,71,73.0
DERWOOD,MD,2017,12,2017-12,57,58.0
DERWOOD,MD,2018,1,2018-01,78,78.0
DERWOOD,MD,2018,2,2018-02,71,71.0
DERWOOD,MD,2018,3,2018-03,58,58.0
DERWOOD,MD,2018,4,2018-04,68,68.0
DERWOOD,MD,2018,5,2018-05,68,68.0
DERWOOD,MD,2018,6,2018-06,58,59.0
DERWOOD,MD,2018,7,2018-07,78,79.0
DERWOOD,MD,2018,8,2018-08,70,70.0
DERWOOD,MD,2018,9,2018-09,56,57.0
DERWOOD,MD,2018,10,2018-10,72,72.0
DERWOOD,MD,2018,11,2018-11,69,69.0
DERWOOD,MD,2018,12,2018-12,65,66.0
DERWOOD,MD,2019,1,2019-01,54,55.0
DERWOOD,MD,2019,2,2019-02,66,66.0
DERWOOD,MD,2019,3,2019-03,53,54.0
DERWOOD,MD,2019,4,2019-04,64,64.0
DERWOOD,MD,2019,5,2019-05,76,76.0
DERWOOD,MD,2019,6,2019-06,71,71.0
DERWOOD,MD,2019,7,2019-07,83,84.0
DERWOOD,MD,2019,8,2019-08,70,70.0
DERWOOD,MD,2019,9,2019-09,77,78.0
DERWOOD,MD,2019,10,2019-10,88,89.0
DERWOOD,MD,2019,11,2019-11,73,75.0
DERWOOD,MD,2019,12,2019-12,58,60.0
DERWOOD,MD,2020,1,2020-01,68,69.0
DERWOOD,MD,2020,2,2020-02,123,125.0
DERWOOD,MD,2020,3,2020-03,97,98.0
DERWOOD,MD,2020,4,2020-04,101,101.0
DERWOOD,MD,2020,5,2020-05,130,131.0
DERWOOD,MD,2020,6,2020-06,89,89.0
DERWOOD,MD,2020,7,2020-07,92,92.0
DERWOOD,MD,2020,8,2020-08,72,72.0
DERWOOD,MD,2020,9,2020-09,69,72.0
DERWOOD,MD,2020,10,2020-10,67,69.0
DERWOOD,MD,2020,11,2020-11,70,70.0
DERWOOD,MD,2020,12,2020-12,69,69.0
DERWOOD,MD,2021,1,2021-01,56,56.0
DERWOOD,MD,2021,2,2021-02,61,61.0
DERWOOD,MD,2021,3,2021-03,62,63.0
DERWOOD,MD,2021,4,2021-04,91,91.0
DERWOOD,MD,2021,5,2021-05,104,104.0
DERWOOD,MD,2021,6,2021-06,84,84.0
DERWOOD,MD,2021,7,2021-07,97,97.0
DERWOOD,MD,2021,8,2021-08,85,86.0
DERWOOD,MD,2021,9,2021-09,56,56.0
DERWOOD,MD,2021,10,2021-10,68,69.0
DERWOOD,MD,2021,11,2021-11,58,58.0
DERWOOD,MD,2021,12,2021-12,58,59.0
DERWOOD,MD,2022,1,2022-01,61,61.0
DERWOOD,MD,2022,2,2022-02,77,80.0
DERWOOD,MD,2022,3,2022-03,69,70.0
DERWOOD,MD,2022,4,2022-04,63,63.0
DERWOOD,MD,2022,5,2022-05,65,66.0
DERWOOD,MD,2022,6,2022-06,71,73.0
DERWOOD,MD,2022,7,2022-07,58,60.0
DERWOOD,MD,2022,8,2022-08,67,68.0
DERWOOD,MD,2022,9,2022-09,46,46.0
DERWOOD,MD,2022,10,2022-10,36,36.0
DERWOOD,MD,2022,11,2022-11,64,64.0
DERWOOD,MD,2022,12,2022-12,56,58.0
DERWOOD,MD,2023,1,2023-01,82,88.0
DERWOOD,MD,2023,2,2023-02,54,54.0
DERWOOD,MD,2023,3,2023-03,58,58.0
DERWOOD,MD,2023,4,2023-04,43,46.0
DERWOOD,MD,2023,5,2023-05,58,58.0
DERWOOD,MD,2023,6,2023-06,60,60.0
DERWOOD,MD,2023,7,2023-07,48,49.0
DERWOOD,MD,2023,8,2023-08,40,47.0
DERWOOD,MD,2023,9,2023-09,45,46.0
DERWOOD,MD,2023,10,2023-10,54,55.0
DERWOOD,MD,2023,11,2023-11,61,62.0
DERWOOD,MD,2023,12,2023-12,33,33.0
DERWOOD,MD,2024,1,2024-01,54,56.0
DERWOOD,MD,2024,2,2024-02,37,38.0
DERWOOD,MD,2024,3,2024-03,63,63.0
DERWOOD,MD,2024,4,2024-04,68,69.0
DERWOOD,MD,2024,5,2024-05,77,80.0
DERWOOD,MD,2024,6,2024-06,65,66.0
DERWOOD,MD,2024,7,2024-07,63,63.0
DERWOOD,MD,2024,8,2024-08,48,48.0
DERWOOD,MD,2024,9,2024-09,82,83.0
DERWOOD,MD,2024,10,2024-10,64,66.0
DERWOOD,MD,2024,11,2024-11,73,74.0
DERWOOD,MD,2024,12,2024-12,66,66.0
DERWOOD,MD,2025,1,2025-01,82,82.0
DERWOOD,MD,2025,2,2025-02,63,65.0
DERWOOD,MD,2025,3,2025-03,64,69.0
DERWOOD,MD,2025,4,2025-04,69,69.0
DERWOOD,MD,2025,5,2025-05,48,48.0
DERWOOD,MD,2025,6,2025-06,61,64.0
DERWOOD,MD,2025,7,2025-07,40,41.0
DERWOOD,MD,2025,8,2025-08,54,54.0
DERWOOD,MD,2025,9,2025-09,58,58.0
DERWOOD,MD,2025,10,2025-10,57,57.0
DERWOOD,MD,2025,11,2025-11,117,119.0
DERWOOD,MD,2025,12,2025-12,130,133.0
DERWOOD,MD,2026,1,2026-01,134,134.0
DERWOOD,MD,2026,2,2026-02,172,173.0
DERWOOD,MD,2026,3,2026-03,148,151.0
DERWOOD,MD,2026,4,2026-04,71,72.0
DERWOOD,MD,2026,5,2026-05,102,104.0
DERWOOD,MD,2026,6,2026-06,128,128.0
DERWOOD,MD,2026,7,2026-07,8,8.0
DICKERSON,MD,2016,7,2016-07,2,2.0
DICKERSON,MD,2016,8,2016-08,1,1.0
DICKERSON,MD,2016,9,2016-09,1,1.0
DICKERSON,MD,2016,10,2016-10,7,7.0
DICKERSON,MD,2016,11,2016-11,1,1.0
DICKERSON,MD,2016,12,2016-12,6,6.0
DICKERSON,MD,2017,1,2017-01,2,2.0
DICKERSON,MD,2017,2,2017-02,2,2.0
DICKERSON,MD,2017,3,2017-03,5,5.0
DICKERSON,MD,2017,4,2017-04,3,3.0
DICKERSON,MD,2017,5,2017-05,4,4.0
DICKERSON,MD,2017,6,2017-06,6,6.0
DICKERSON,MD,2017,7,2017-07,1,1.0
DICKERSON,MD,2017,8,2017-08,2,2.0
DICKERSON,MD,2017,9,2017-09,4,4.0
DICKERSON,MD,2017,10,2017-10,4,4.0
DICKERSON,MD,2017,11,2017-11,7,7.0
DICKERSON,MD,2017,12,2017-12,1,1.0
DICKERSON,MD,2018,1,2018-01,2,2.0
DICKERSON,MD,2018,2,2018-02,3,3.0
DICKERSON,MD,2018,3,2018-03,3,3.0
DICKERSON,MD,2018,4,2018-04,3,3.0
DICKERSON,MD,2018,5,2018-05,4,4.0
DICKERSON,MD,2018,6,2018-06,4,4.0
DICKERSON,MD,2018,7,2018-07,4,4.0
DICKERSON,MD,2018,8,2018-08,8,8.0
DICKERSON,MD,2018,9,2018-09,2,2.0
DICKERSON,MD,2018,10,2018-10,5,5.0
DICKERSON,MD,2018,11,2018-11,7,8.0
DICKERSON,MD,2018,12,2018-12,7,7.0
DICKERSON,MD,2019,1,2019-01,5,7.0
DICKERSON,MD,2019,2,2019-02,2,2.0
DICKERSON,MD,2019,3,2019-03,3,3.0
DICKERSON,MD,2019,4,2019-04,2,2.0
DICKERSON,MD,2019,5,2019-05,6,6.0
DICKERSON,MD,2019,6,2019-06,11,11.0
DICKERSON,MD,2019,7,2019-07,2,2.0
DICKERSON,MD,2019,8,2019-08,7,7.0
DICKERSON,MD,2019,9,2019-09,4,4.0
DICKERSON,MD,2019,10,2019-10,2,2.0
DICKERSON,MD,2019,11,2019-11,2,2.0
DICKERSON,MD,2019,12,2019-12,1,1.0
DICKERSON,MD,2020,1,2020-01,4,4.0
DICKERSON,MD,2020,2,2020-02,2,2.0
DICKERSON,MD,2020,3,2020-03,3,3.0
DICKERSON,MD,2020,4,2020-04,5,5.0
DICKERSON,MD,2020,5,2020-05,5,6.0
DICKERSON,MD,2020,6,2020-06,8,8.0
DICKERSON,MD,2020,7,2020-07,6,6.0
DICKERSON,MD,2020,8,2020-08,3,3.0
DICKERSON,MD,2020,9,2020-09,1,1.0
DICKERSON,MD,2020,10,2020-10,4,4.0
DICKERSON,MD,2020,11,2020-11,3,3.0
DICKERSON,MD,2020,12,2020-12,2,2.0
DICKERSON,MD,2021,2,2021-02,4,4.0
DICKERSON,MD,2021,3,2021-03,4,4.0
DICKERSON,MD,2021,4,2021-04,5,5.0
DICKERSON,MD,2021,5,2021-05,2,2.0
DICKERSON,MD,2021,6,2021-06,3,4.0
DICKERSON,MD,2021,7,2021-07,3,3.0
DICKERSON,MD,2021,8,2021-08,6,6.0
DICKERSON,MD,2021,9,2021-09,1,1.0
DICKERSON,MD,2021,10,2021-10,8,8.0
DICKERSON,MD,2021,11,2021-11,4,4.0
DICKERSON,MD,2021,12,2021-12,2,2.0
DICKERSON,MD,2022,1,2022-01,3,3.0
DICKERSON,MD,2022,2,2022-02,2,2.0
DICKERSON,MD,2022,3,2022-03,5,5.0
DICKERSON,MD,2022,4,2022-04,3,4.0
DICKERSON,MD,2022,5,2022-05,2,2.0
DICKERSON,MD,2022,6,2022-06,3,3.0
DICKERSON,MD,2022,7,2022-07,5,5.0
DICKERSON,MD,2022,8,2022-08,2,2.0
DICKERSON,MD,2022,9,2022-09,3,3.0
DICKERSON,MD,2022,10,2022-10,5,5.0
DICKERSON,MD,2022,11,2022-11,3,3.0
DICKERSON,MD,2022,12,2022-12,2,2.0
DICKERSON,MD,2023,1,2023-01,9,9.0
DICKERSON,MD,2023,3,2023-03,4,4.0
DICKERSON,MD,2023,4,2023-04,10,10.0
DICKERSON,MD,2023,5,2023-05,8,8.0
DICKERSON,MD,2023,6,2023-06,3,3.0
DICKERSON,MD,2023,7,2023-07,10,11.0
DICKERSON,MD,2023,8,2023-08,1,1.0
DICKERSON,MD,2023,9,2023-09,2,2.0
DICKERSON,MD,2023,10,2023-10,2,2.0
DICKERSON,MD,2023,11,2023-11,3,4.0
DICKERSON,MD,2024,1,2024-01,3,3.0
DICKERSON,MD,2024,2,2024-02,4,4.0
DICKERSON,MD,2024,3,2024-03,2,2.0
DICKERSON,MD,2024,4,2024-04,2,2.0
DICKERSON,MD,2024,5,2024-05,4,4.0
DICKERSON,MD,2024,6,2024-06,4,4.0
DICKERSON,MD,2024,7,2024-07,3,3.0
DICKERSON,MD,2024,8,2024-08,5,5.0
DICKERSON,MD,2024,9,2024-09,3,3.0
DICKERSON,MD,2024,11,2024-11,1,1.0
DICKERSON,MD,2024,12,2024-12,2,3.0
DICKERSON,MD,2025,1,2025-01,1,1.0
DICKERSON,MD,2025,2,2025-02,2,3.0
DICKERSON,MD,2025,3,2025-03,3,3.0
DICKERSON,MD,2025,4,2025-04,3,3.0
DICKERSON,MD,2025,5,2025-05,1,1.0
DICKERSON,MD,2025,6,2025-06,2,2.0
DICKERSON,MD,2025,7,2025-07,6,6.0
DICKERSON,MD,2025,8,2025-08,6,6.0
DICKERSON,MD,2025,9,2025-09,5,5.0
DICKERSON,MD,2025,10,2025-10,4,4.0
DICKERSON,MD,2025,12,2025-12,4,4.0
DICKERSON,MD,2026,1,2026-01,1,1.0
DICKERSON,MD,2026,2,2026-02,2,3.0
DICKERSON,MD,2026,3,2026-03,3,3.0
DICKERSON,MD,2026,5,2026-05,3,3.0
DICKERSON,MD,2026,7,2026-07,1,1.0
GAITHERSBURG,MD,2016,7,2016-07,576,589.0
GAITHERSBURG,MD,2016,8,2016-08,620,632.0
GAITHERSBURG,MD,2016,9,2016-09,597,614.0
GAITHERSBURG,MD,2016,10,2016-10,606,622.0
GAITHERSBURG,MD,2016,11,2016-11,544,549.0
GAITHERSBURG,MD,2016,12,2016-12,529,545.0
GAITHERSBURG,MD,2017,1,2017-01,492,498.0
GAITHERSBURG,MD,2017,2,2017-02,509,514.0
GAITHERSBURG,MD,2017,3,2017-03,563,568.0
GAITHERSBURG,MD,2017,4,2017-04,552,567.0
GAITHERSBURG,MD,2017,5,2017-05,626,638.0
GAITHERSBURG,MD,2017,6,2017-06,596,606.0
GAITHERSBURG,MD,2017,7,2017-07,631,642.0
GAITHERSBURG,MD,2017,8,2017-08,646,662.0
GAITHERSBURG,MD,2017,9,2017-09,632,644.0
GAITHERSBURG,MD,2017,10,2017-10,617,629.0
GAITHERSBURG,MD,2017,11,2017-11,643,653.0
GAITHERSBURG,MD,2017,12,2017-12,630,639.0
GAITHERSBURG,MD,2018,1,2018-01,541,544.0
GAITHERSBURG,MD,2018,2,2018-02,532,536.0
GAITHERSBURG,MD,2018,3,2018-03,548,556.0
GAITHERSBURG,MD,2018,4,2018-04,588,600.0
GAITHERSBURG,MD,2018,5,2018-05,601,611.0
GAITHERSBURG,MD,2018,6,2018-06,575,581.0
GAITHERSBURG,MD,2018,7,2018-07,642,652.0
GAITHERSBURG,MD,2018,8,2018-08,635,656.0
GAITHERSBURG,MD,2018,9,2018-09,567,578.0
GAITHERSBURG,MD,2018,10,2018-10,591,601.0
GAITHERSBURG,MD,2018,11,2018-11,580,590.0
GAITHERSBURG,MD,2018,12,2018-12,589,602.0
GAITHERSBURG,MD,2019,1,2019-01,496,507.0
GAITHERSBURG,MD,2019,2,2019-02,445,454.0
GAITHERSBURG,MD,2019,3,2019-03,575,584.0
GAITHERSBURG,MD,2019,4,2019-04,572,579.0
GAITHERSBURG,MD,2019,5,2019-05,631,637.0
GAITHERSBURG,MD,2019,6,2019-06,576,584.0
GAITHERSBURG,MD,2019,7,2019-07,631,640.0
GAITHERSBURG,MD,2019,8,2019-08,647,655.0
GAITHERSBURG,MD,2019,9,2019-09,602,617.0
GAITHERSBURG,MD,2019,10,2019-10,589,602.0
GAITHERSBURG,MD,2019,11,2019-11,552,561.0
GAITHERSBURG,MD,2019,12,2019-12,531,541.0
GAITHERSBURG,MD,2020,1,2020-01,559,571.0
GAITHERSBURG,MD,2020,2,2020-02,541,554.0
GAITHERSBURG,MD,2020,3,2020-03,522,532.0
GAITHERSBURG,MD,2020,4,2020-04,371,381.0
GAITHERSBURG,MD,2020,5,2020-05,406,418.0
GAITHERSBURG,MD,2020,6,2020-06,463,476.0
GAITHERSBURG,MD,2020,7,2020-07,520,529.0
GAITHERSBURG,MD,2020,8,2020-08,553,573.0
GAITHERSBURG,MD,2020,9,2020-09,536,546.0
GAITHERSBURG,MD,2020,10,2020-10,524,539.0
GAITHERSBURG,MD,2020,11,2020-11,562,576.0
GAITHERSBURG,MD,2020,12,2020-12,546,560.0
GAITHERSBURG,MD,2021,1,2021-01,500,508.0
GAITHERSBURG,MD,2021,2,2021-02,436,448.0
GAITHERSBURG,MD,2021,3,2021-03,506,520.0
GAITHERSBURG,MD,2021,4,2021-04,505,521.0
GAITHERSBURG,MD,2021,5,2021-05,507,518.0
GAITHERSBURG,MD,2021,6,2021-06,487,510.0
GAITHERSBURG,MD,2021,7,2021-07,495,505.0
GAITHERSBURG,MD,2021,8,2021-08,537,545.0
