City,State,year_number,month_number,month_period,total_incidents,total_victims
ASHTON,MD,2016,7,2016-07,6,6.0
ASHTON,MD,2016,8,2016-08,5,5.0
ASHTON,MD,2016,9,2016-09,3,3.0
ASHTON,MD,2016,10,2016-10,2,2.0
ASHTON,MD,2016,11,2016-11,2,2.0
ASHTON,MD,2016,12,2016-12,2,2.0
ASHTON,MD,2017,1,2017-01,2,2.0
ASHTON,MD,2017,2,2017-02,4,4.0
ASHTON,MD,2017,3,2017-03,6,6.0
ASHTON,MD,2017,4,2017-04,5,5.0
ASHTON,MD,2017,5,2017-05,13,13.0
ASHTON,MD,2017,6,2017-06,4,4.0
ASHTON,MD,2017,7,2017-07,3,3.0
ASHTON,MD,2017,8,2017-08,5,5.0
ASHTON,MD,2017,9,2017-09,6,6.0
ASHTON,MD,2017,10,2017-10,5,5.0
ASHTON,MD,2017,11,2017-11,4,4.0
ASHTON,MD,2017,12,2017-12,1,1.0
ASHTON,MD,2018,1,2018-01,4,4.0
ASHTON,MD,2018,2,2018-02,2,2.0
ASHTON,MD,2018,3,2018-03,3,3.0
ASHTON,MD,2018,4,2018-04,1,1.0
ASHTON,MD,2018,5,2018-05,6,6.0
ASHTON,MD,2018,6,2018-06,3,3.0
ASHTON,MD,2018,7,2018-07,2,2.0
ASHTON,MD,2018,8,2018-08,4,4.0
ASHTON,MD,2018,9,2018-09,7,7.0
ASHTON,MD,2018,10,2018-10,1,1.0
ASHTON,MD,2018,11,2018-11,1,1.0
ASHTON,MD,2018,12,2018-12,3,3.0
ASHTON,MD,2019,1,2019-01,3,3.0
ASHTON,MD,2019,2,2019-02,3,3.0
ASHTON,MD,2019,3,2019-03,5,5.0
ASHTON,MD,2019,4,2019-04,3,3.0
ASHTON,MD,2019,6,2019-06,5,5.0
ASHTON,MD,2019,7,2019-07,4,4.0
ASHTON,MD,2019,8,2019-08,5,5.0
ASHTON,MD,2019,9,2019-09,2,2.0
ASHTON,MD,2019,10,2019-10,1,1.0
ASHTON,MD,2019,11,2019-11,6,6.0
ASHTON,MD,2019,12,2019-12,3,3.0
ASHTON,MD,2020,2,2020-02,4,4.0
ASHTON,MD,2020,3,2020-03,4,4.0
ASHTON,MD,2020,4,2020-04,2,2.0
ASHTON,MD,2020,5,2020-05,4,4.0
ASHTON,MD,2020,6,2020-06,5,5.0
ASHTON,MD,2020,7,2020-07,3,3.0
ASHTON,MD,2020,8,2020-08,5,5.0
ASHTON,MD,2020,9,2020-09,10,10.0
ASHTON,MD,2020,10,2020-10,7,7.0
ASHTON,MD,2020,11,2020-11,5,5.0
ASHTON,MD,2020,12,2020-12,6,6.0
ASHTON,MD,2021,1,2021-01,3,3.0
ASHTON,MD,2021,2,2021-02,2,2.0
ASHTON,MD,2021,3,2021-03,6,6.0
ASHTON,MD,2021,4,2021-04,9,9.0
ASHTON,MD,2021,5,2021-05,7,7.0
ASHTON,MD,2021,6,2021-06,4,4.0
ASHTON,MD,2021,7,2021-07,5,5.0
ASHTON,MD,2021,8,2021-08,7,7.0
ASHTON,MD,2021,9,2021-09,6,6.0
ASHTON,MD,2021,10,2021-10,6,6.0
ASHTON,MD,2021,11,2021-11,8,8.0
ASHTON,MD,2021,12,2021-12,2,2.0
ASHTON,MD,2022,1,2022-01,7,7.0
ASHTON,MD,2022,2,2022-02,6,6.0
ASHTON,MD,2022,3,2022-03,4,4.0
ASHTON,MD,2022,4,2022-04,4,4.0
ASHTON,MD,2022,5,2022-05,3,3.0
ASHTON,MD,2022,6,2022-06,4,4.0
ASHTON,MD,2022,7,2022-07,5,5.0
ASHTON,MD,2022,8,2022-08,6,7.0
ASHTON,MD,2022,9,2022-09,5,5.0
ASHTON,MD,2022,10,2022-10,1,1.0
ASHTON,MD,2022,11,2022-11,5,5.0
ASHTON,MD,2022,12,2022-12,7,7.0
ASHTON,MD,2023,1,2023-01,3,3.0
ASHTON,MD,2023,2,2023-02,5,5.0
ASHTON,MD,2023,3,2023-03,2,2.0
ASHTON,MD,2023,4,2023-04,10,10.0
ASHTON,MD,2023,5,2023-05,5,5.0
ASHTON,MD,2023,6,2023-06,5,5.0
ASHTON,MD,2023,7,2023-07,3,3.0
ASHTON,MD,2023,8,2023-08,2,3.0
ASHTON,MD,2023,10,2023-10,1,1.0
ASHTON,MD,2023,11,2023-11,1,1.0
ASHTON,MD,2023,12,2023-12,2,2.0
ASHTON,MD,2024,1,2024-01,6,6.0
ASHTON,MD,2024,2,2024-02,5,5.0
ASHTON,MD,2024,3,2024-03,6,6.0
ASHTON,MD,2024,4,2024-04,5,5.0
ASHTON,MD,2024,5,2024-05,5,6.0
ASHTON,MD,2024,6,2024-06,3,4.0
ASHTON,MD,2024,7,2024-07,8,8.0
ASHTON,MD,2024,8,2024-08,12,12.0
ASHTON,MD,2024,9,2024-09,7,8.0
ASHTON,MD,2024,10,2024-10,4,4.0
ASHTON,MD,2024,11,2024-11,7,7.0
ASHTON,MD,2024,12,2024-12,9,9.0
ASHTON,MD,2025,1,2025-01,12,13.0
ASHTON,MD,2025,2,2025-02,3,3.0
ASHTON,MD,2025,3,2025-03,1,1.0
ASHTON,MD,2025,4,2025-04,7,8.0
ASHTON,MD,2025,5,2025-05,4,4.0
ASHTON,MD,2025,6,2025-06,8,8.0
ASHTON,MD,2025,7,2025-07,3,3.0
ASHTON,MD,2025,8,2025-08,3,3.0
ASHTON,MD,2025,9,2025-09,5,5.0
ASHTON,MD,2025,10,2025-10,5,6.0
ASHTON,MD,2025,11,2025-11,7,7.0
ASHTON,MD,2025,12,2025-12,5,5.0
ASHTON,MD,2026,1,2026-01,4,4.0
ASHTON,MD,2026,2,2026-02,5,5.0
ASHTON,MD,2026,3,2026-03,2,2.0
ASHTON,MD,2026,4,2026-04,2,2.0
ASHTON,MD,2026,5,2026-05,5,5.0
ASHTON,MD,2026,6,2026-06,5,5.0
BARNESVILLE,MD,2016,8,2016-08,2,2.0
BARNESVILLE,MD,2016,11,2016-11,2,2.0
BARNESVILLE,MD,2016,12,2016-12,2,3.0
BARNESVILLE,MD,2017,2,2017-02,1,1.0
BARNESVILLE,MD,2017,3,2017-03,1,1.0
BARNESVILLE,MD,2017,5,2017-05,1,1.0
BARNESVILLE,MD,2017,6,2017-06,1,1.0
BARNESVILLE,MD,2017,7,2017-07,3,3.0
BARNESVILLE,MD,2017,8,2017-08,1,1.0
BARNESVILLE,MD,2017,10,2017-10,2,2.0
BARNESVILLE,MD,2018,1,2018-01,1,1.0
BARNESVILLE,MD,2018,4,2018-04,3,3.0
BARNESVILLE,MD,2018,6,2018-06,1,1.0
BARNESVILLE,MD,2018,8,2018-08,2,2.0
BARNESVILLE,MD,2018,9,2018-09,1,1.0
BARNESVILLE,MD,2018,10,2018-10,2,2.0
BARNESVILLE,MD,2018,11,2018-11,2,2.0
BARNESVILLE,MD,2019,2,2019-02,2,2.0
BARNESVILLE,MD,2019,12,2019-12,1,1.0
BARNESVILLE,MD,2020,1,2020-01,3,3.0
BARNESVILLE,MD,2020,7,2020-07,1,1.0
BARNESVILLE,MD,2020,9,2020-09,1,1.0
BARNESVILLE,MD,2020,12,2020-12,2,2.0
BARNESVILLE,MD,2021,4,2021-04,2,2.0
BARNESVILLE,MD,2021,6,2021-06,1,1.0
BARNESVILLE,MD,2021,10,2021-10,2,2.0
BARNESVILLE,MD,2022,4,2022-04,1,1.0
BARNESVILLE,MD,2022,6,2022-06,2,2.0
BARNESVILLE,MD,2022,7,2022-07,1,1.0
BARNESVILLE,MD,2022,8,2022-08,2,2.0
BARNESVILLE,MD,2022,11,2022-11,1,1.0
BARNESVILLE,MD,2023,1,2023-01,1,1.0
BARNESVILLE,MD,2023,2,2023-02,1,1.0
BARNESVILLE,MD,2023,3,2023-03,1,1.0
BARNESVILLE,MD,2023,12,2023-12,1,1.0
BARNESVILLE,MD,2024,1,2024-01,1,1.0
BARNESVILLE,MD,2024,4,2024-04,1,1.0
BARNESVILLE,MD,2024,5,2024-05,2,3.0
BARNESVILLE,MD,2024,6,2024-06,3,3.0
BARNESVILLE,MD,2024,8,2024-08,2,2.0
BARNESVILLE,MD,2024,12,2024-12,1,1.0
BARNESVILLE,MD,2025,2,2025-02,1,1.0
BARNESVILLE,MD,2025,3,2025-03,1,1.0
BARNESVILLE,MD,2025,4,2025-04,1,1.0
BARNESVILLE,MD,2026,2,2026-02,1,1.0
BARNESVILLE,MD,2026,4,2026-04,1,1.0
BEALLSVILLE,MD,2016,9,2016-09,1,1.0
BEALLSVILLE,MD,2016,10,2016-10,1,1.0
BEALLSVILLE,MD,2017,2,2017-02,1,1.0
BEALLSVILLE,MD,2017,4,2017-04,1,1.0
BEALLSVILLE,MD,2017,5,2017-05,1,1.0
BEALLSVILLE,MD,2017,7,2017-07,1,1.0
BEALLSVILLE,MD,2017,8,2017-08,1,1.0
BEALLSVILLE,MD,2017,11,2017-11,4,4.0
BEALLSVILLE,MD,2017,12,2017-12,1,1.0
BEALLSVILLE,MD,2018,4,2018-04,1,1.0
BEALLSVILLE,MD,2018,5,2018-05,1,1.0
BEALLSVILLE,MD,2018,7,2018-07,1,1.0
BEALLSVILLE,MD,2018,10,2018-10,2,2.0
BEALLSVILLE,MD,2018,12,2018-12,1,1.0
BEALLSVILLE,MD,2019,3,2019-03,1,1.0
BEALLSVILLE,MD,2019,5,2019-05,1,1.0
BEALLSVILLE,MD,2019,6,2019-06,2,2.0
BEALLSVILLE,MD,2019,10,2019-10,1,1.0
BEALLSVILLE,MD,2019,11,2019-11,1,1.0
BEALLSVILLE,MD,2020,2,2020-02,1,1.0
BEALLSVILLE,MD,2020,3,2020-03,1,1.0
BEALLSVILLE,MD,2020,8,2020-08,1,1.0
BEALLSVILLE,MD,2020,9,2020-09,1,1.0
BEALLSVILLE,MD,2021,1,2021-01,1,1.0
BEALLSVILLE,MD,2021,3,2021-03,1,1.0
BEALLSVILLE,MD,2021,7,2021-07,2,2.0
BEALLSVILLE,MD,2021,10,2021-10,2,2.0
BEALLSVILLE,MD,2021,12,2021-12,2,2.0
BEALLSVILLE,MD,2022,3,2022-03,1,1.0
BEALLSVILLE,MD,2022,4,2022-04,1,1.0
BEALLSVILLE,MD,2022,6,2022-06,1,1.0
BEALLSVILLE,MD,2022,12,2022-12,1,1.0
BEALLSVILLE,MD,2023,1,2023-01,1,1.0
BEALLSVILLE,MD,2023,3,2023-03,1,1.0
BEALLSVILLE,MD,2023,6,2023-06,1,1.0
BEALLSVILLE,MD,2023,7,2023-07,1,1.0
BEALLSVILLE,MD,2023,10,2023-10,1,1.0
BEALLSVILLE,MD,2023,11,2023-11,1,1.0
BEALLSVILLE,MD,2024,2,2024-02,1,1.0
BEALLSVILLE,MD,2024,3,2024-03,1,1.0
BEALLSVILLE,MD,2024,6,2024-06,1,1.0
BEALLSVILLE,MD,2024,7,2024-07,1,1.0
BEALLSVILLE,MD,2024,8,2024-08,1,1.0
BEALLSVILLE,MD,2024,11,2024-11,1,1.0
BEALLSVILLE,MD,2024,12,2024-12,1,1.0
BEALLSVILLE,MD,2025,6,2025-06,1,1.0
BEALLSVILLE,MD,2025,12,2025-12,1,1.0
BEALLSVILLE,MD,2026,5,2026-05,1,1.0
BELTSVILLE,MD,2017,1,2017-01,1,1.0
BELTSVILLE,MD,2017,3,2017-03,1,1.0
BELTSVILLE,MD,2017,4,2017-04,1,1.0
BELTSVILLE,MD,2017,5,2017-05,2,2.0
BELTSVILLE,MD,2017,8,2017-08,1,1.0
BELTSVILLE,MD,2017,12,2017-12,1,1.0
BELTSVILLE,MD,2018,2,2018-02,2,2.0
BELTSVILLE,MD,2018,5,2018-05,1,1.0
BELTSVILLE,MD,2018,7,2018-07,1,1.0
BELTSVILLE,MD,2018,10,2018-10,2,2.0
BELTSVILLE,MD,2018,12,2018-12,1,1.0
BELTSVILLE,MD,2019,3,2019-03,1,1.0
BELTSVILLE,MD,2019,6,2019-06,2,2.0
BELTSVILLE,MD,2019,7,2019-07,2,2.0
BELTSVILLE,MD,2019,8,2019-08,1,1.0
BELTSVILLE,MD,2019,9,2019-09,1,1.0
BELTSVILLE,MD,2019,10,2019-10,1,1.0
BELTSVILLE,MD,2019,11,2019-11,1,1.0
BELTSVILLE,MD,2019,12,2019-12,4,4.0
BELTSVILLE,MD,2020,1,2020-01,1,1.0
BELTSVILLE,MD,2020,2,2020-02,1,1.0
BELTSVILLE,MD,2020,3,2020-03,1,1.0
BELTSVILLE,MD,2020,5,2020-05,3,3.0
BELTSVILLE,MD,2020,6,2020-06,4,4.0
BELTSVILLE,MD,2020,7,2020-07,1,1.0
BELTSVILLE,MD,2020,8,2020-08,1,1.0
BELTSVILLE,MD,2020,10,2020-10,1,1.0
BELTSVILLE,MD,2020,11,2020-11,3,3.0
BELTSVILLE,MD,2020,12,2020-12,2,2.0
BELTSVILLE,MD,2021,1,2021-01,1,1.0
BELTSVILLE,MD,2021,4,2021-04,3,3.0
BELTSVILLE,MD,2021,5,2021-05,1,1.0
BELTSVILLE,MD,2021,6,2021-06,1,3.0
BELTSVILLE,MD,2021,8,2021-08,1,1.0
BELTSVILLE,MD,2021,9,2021-09,2,2.0
BELTSVILLE,MD,2021,10,2021-10,1,1.0
BELTSVILLE,MD,2021,12,2021-12,2,2.0
BELTSVILLE,MD,2022,2,2022-02,1,1.0
BELTSVILLE,MD,2022,5,2022-05,2,2.0
BELTSVILLE,MD,2022,6,2022-06,1,1.0
BELTSVILLE,MD,2022,8,2022-08,1,1.0
BELTSVILLE,MD,2022,10,2022-10,4,4.0
BELTSVILLE,MD,2022,11,2022-11,4,4.0
BELTSVILLE,MD,2023,2,2023-02,1,1.0
BELTSVILLE,MD,2023,4,2023-04,1,1.0
BELTSVILLE,MD,2023,5,2023-05,1,1.0
BELTSVILLE,MD,2023,6,2023-06,2,2.0
BELTSVILLE,MD,2023,7,2023-07,6,6.0
BELTSVILLE,MD,2023,10,2023-10,1,2.0
BELTSVILLE,MD,2023,11,2023-11,1,1.0
BELTSVILLE,MD,2023,12,2023-12,1,1.0
BELTSVILLE,MD,2024,1,2024-01,1,9.0
BELTSVILLE,MD,2024,2,2024-02,2,2.0
BELTSVILLE,MD,2024,3,2024-03,1,1.0
BELTSVILLE,MD,2024,5,2024-05,2,2.0
BELTSVILLE,MD,2024,6,2024-06,2,2.0
BELTSVILLE,MD,2024,7,2024-07,1,1.0
BELTSVILLE,MD,2024,8,2024-08,2,2.0
BELTSVILLE,MD,2024,9,2024-09,1,1.0
BELTSVILLE,MD,2024,10,2024-10,1,1.0
BELTSVILLE,MD,2024,11,2024-11,1,1.0
BELTSVILLE,MD,2024,12,2024-12,4,4.0
BELTSVILLE,MD,2025,1,2025-01,1,1.0
BELTSVILLE,MD,2025,2,2025-02,3,3.0
BELTSVILLE,MD,2025,3,2025-03,2,2.0
BELTSVILLE,MD,2025,4,2025-04,1,1.0
BELTSVILLE,MD,2025,5,2025-05,1,1.0
BELTSVILLE,MD,2025,6,2025-06,2,2.0
BELTSVILLE,MD,2025,8,2025-08,1,1.0
BELTSVILLE,MD,2026,1,2026-01,4,4.0
BELTSVILLE,MD,2026,2,2026-02,1,1.0
BELTSVILLE,MD,2026,3,2026-03,1,1.0
BELTSVILLE,MD,2026,4,2026-04,1,1.0
BETHESDA,MD,2016,7,2016-07,266,267.0
BETHESDA,MD,2016,8,2016-08,282,285.0
BETHESDA,MD,2016,9,2016-09,288,291.0
BETHESDA,MD,2016,10,2016-10,255,257.0
BETHESDA,MD,2016,11,2016-11,283,288.0
BETHESDA,MD,2016,12,2016-12,344,351.0
BETHESDA,MD,2017,1,2017-01,310,312.0
BETHESDA,MD,2017,2,2017-02,275,279.0
BETHESDA,MD,2017,3,2017-03,330,331.0
BETHESDA,MD,2017,4,2017-04,328,332.0
BETHESDA,MD,2017,5,2017-05,310,312.0
BETHESDA,MD,2017,6,2017-06,299,302.0
BETHESDA,MD,2017,7,2017-07,290,295.0
BETHESDA,MD,2017,8,2017-08,324,326.0
BETHESDA,MD,2017,9,2017-09,289,291.0
BETHESDA,MD,2017,10,2017-10,272,272.0
BETHESDA,MD,2017,11,2017-11,292,298.0
BETHESDA,MD,2017,12,2017-12,324,325.0
BETHESDA,MD,2018,1,2018-01,274,274.0
BETHESDA,MD,2018,2,2018-02,260,264.0
BETHESDA,MD,2018,3,2018-03,255,255.0
BETHESDA,MD,2018,4,2018-04,289,292.0
BETHESDA,MD,2018,5,2018-05,277,282.0
BETHESDA,MD,2018,6,2018-06,290,292.0
BETHESDA,MD,2018,7,2018-07,283,284.0
BETHESDA,MD,2018,8,2018-08,303,308.0
BETHESDA,MD,2018,9,2018-09,278,280.0
BETHESDA,MD,2018,10,2018-10,260,261.0
BETHESDA,MD,2018,11,2018-11,331,337.0
BETHESDA,MD,2018,12,2018-12,311,312.0
BETHESDA,MD,2019,1,2019-01,275,277.0
BETHESDA,MD,2019,2,2019-02,231,231.0
BETHESDA,MD,2019,3,2019-03,332,338.0
BETHESDA,MD,2019,4,2019-04,325,331.0
BETHESDA,MD,2019,5,2019-05,299,303.0
BETHESDA,MD,2019,6,2019-06,273,274.0
BETHESDA,MD,2019,7,2019-07,247,248.0
BETHESDA,MD,2019,8,2019-08,277,278.0
BETHESDA,MD,2019,9,2019-09,272,272.0
BETHESDA,MD,2019,10,2019-10,260,262.0
BETHESDA,MD,2019,11,2019-11,264,267.0
BETHESDA,MD,2019,12,2019-12,318,321.0
BETHESDA,MD,2020,1,2020-01,295,299.0
BETHESDA,MD,2020,2,2020-02,261,264.0
BETHESDA,MD,2020,3,2020-03,213,215.0
BETHESDA,MD,2020,4,2020-04,179,179.0
BETHESDA,MD,2020,5,2020-05,240,244.0
BETHESDA,MD,2020,6,2020-06,274,277.0
BETHESDA,MD,2020,7,2020-07,270,273.0
BETHESDA,MD,2020,8,2020-08,243,243.0
BETHESDA,MD,2020,9,2020-09,266,267.0
BETHESDA,MD,2020,10,2020-10,259,261.0
BETHESDA,MD,2020,11,2020-11,236,239.0
BETHESDA,MD,2020,12,2020-12,263,265.0
BETHESDA,MD,2021,1,2021-01,222,223.0
BETHESDA,MD,2021,2,2021-02,192,192.0
BETHESDA,MD,2021,3,2021-03,253,254.0
BETHESDA,MD,2021,4,2021-04,206,206.0
BETHESDA,MD,2021,5,2021-05,286,287.0
BETHESDA,MD,2021,6,2021-06,272,273.0
BETHESDA,MD,2021,7,2021-07,251,256.0
BETHESDA,MD,2021,8,2021-08,240,240.0
BETHESDA,MD,2021,9,2021-09,289,290.0
BETHESDA,MD,2021,10,2021-10,318,324.0
BETHESDA,MD,2021,11,2021-11,262,265.0
BETHESDA,MD,2021,12,2021-12,287,297.0
BETHESDA,MD,2022,1,2022-01,265,271.0
BETHESDA,MD,2022,2,2022-02,309,314.0
BETHESDA,MD,2022,3,2022-03,320,322.0
BETHESDA,MD,2022,4,2022-04,290,290.0
BETHESDA,MD,2022,5,2022-05,286,288.0
BETHESDA,MD,2022,6,2022-06,305,310.0
BETHESDA,MD,2022,7,2022-07,284,287.0
BETHESDA,MD,2022,8,2022-08,296,300.0
BETHESDA,MD,2022,9,2022-09,283,286.0
BETHESDA,MD,2022,10,2022-10,313,315.0
BETHESDA,MD,2022,11,2022-11,238,241.0
BETHESDA,MD,2022,12,2022-12,235,240.0
BETHESDA,MD,2023,1,2023-01,291,297.0
BETHESDA,MD,2023,2,2023-02,283,288.0
BETHESDA,MD,2023,3,2023-03,264,266.0
BETHESDA,MD,2023,4,2023-04,265,266.0
BETHESDA,MD,2023,5,2023-05,294,301.0
BETHESDA,MD,2023,6,2023-06,274,277.0
BETHESDA,MD,2023,7,2023-07,193,195.0
BETHESDA,MD,2023,8,2023-08,188,193.0
BETHESDA,MD,2023,9,2023-09,189,192.0
BETHESDA,MD,2023,10,2023-10,210,213.0
BETHESDA,MD,2023,11,2023-11,211,212.0
BETHESDA,MD,2023,12,2023-12,184,187.0
BETHESDA,MD,2024,1,2024-01,175,178.0
BETHESDA,MD,2024,2,2024-02,197,203.0
BETHESDA,MD,2024,3,2024-03,295,297.0
BETHESDA,MD,2024,4,2024-04,256,259.0
BETHESDA,MD,2024,5,2024-05,287,288.0
BETHESDA,MD,2024,6,2024-06,278,282.0
BETHESDA,MD,2024,7,2024-07,303,308.0
BETHESDA,MD,2024,8,2024-08,288,296.0
BETHESDA,MD,2024,9,2024-09,303,306.0
BETHESDA,MD,2024,10,2024-10,290,292.0
BETHESDA,MD,2024,11,2024-11,320,323.0
BETHESDA,MD,2024,12,2024-12,330,333.0
BETHESDA,MD,2025,1,2025-01,297,301.0
BETHESDA,MD,2025,2,2025-02,285,290.0
BETHESDA,MD,2025,3,2025-03,310,321.0
BETHESDA,MD,2025,4,2025-04,251,253.0
BETHESDA,MD,2025,5,2025-05,302,309.0
BETHESDA,MD,2025,6,2025-06,285,294.0
BETHESDA,MD,2025,7,2025-07,279,285.0
BETHESDA,MD,2025,8,2025-08,298,302.0
BETHESDA,MD,2025,9,2025-09,329,331.0
BETHESDA,MD,2025,10,2025-10,283,284.0
BETHESDA,MD,2025,11,2025-11,294,294.0
BETHESDA,MD,2025,12,2025-12,323,327.0
BETHESDA,MD,2026,1,2026-01,253,258.0
BETHESDA,MD,2026,2,2026-02,255,261.0
BETHESDA,MD,2026,3,2026-03,276,280.0
BETHESDA,MD,2026,4,2026-04,250,252.0
BETHESDA,MD,2026,5,2026-05,288,291.0
BETHESDA,MD,2026,6,2026-06,224,227.0
BETHESDA,MD,2026,7,2026-07,32,32.0
BOYDS,MD,2016,7,2016-07,14,14.0
BOYDS,MD,2016,8,2016-08,12,12.0
BOYDS,MD,2016,9,2016-09,15,15.0
BOYDS,MD,2016,10,2016-10,10,10.0
BOYDS,MD,2016,11,2016-11,20,20.0
BOYDS,MD,2016,12,2016-12,10,10.0
BOYDS,MD,2017,1,2017-01,8,8.0
BOYDS,MD,2017,2,2017-02,12,12.0
BOYDS,MD,2017,3,2017-03,11,11.0
BOYDS,MD,2017,4,2017-04,15,15.0
BOYDS,MD,2017,5,2017-05,21,21.0
BOYDS,MD,2017,6,2017-06,25,25.0
BOYDS,MD,2017,7,2017-07,16,16.0
BOYDS,MD,2017,8,2017-08,21,21.0
BOYDS,MD,2017,9,2017-09,12,12.0
BOYDS,MD,2017,10,2017-10,15,15.0
BOYDS,MD,2017,11,2017-11,10,10.0
BOYDS,MD,2017,12,2017-12,8,8.0
BOYDS,MD,2018,1,2018-01,9,9.0
BOYDS,MD,2018,2,2018-02,21,21.0
BOYDS,MD,2018,3,2018-03,16,16.0
BOYDS,MD,2018,4,2018-04,19,20.0
BOYDS,MD,2018,5,2018-05,22,22.0
BOYDS,MD,2018,6,2018-06,14,14.0
BOYDS,MD,2018,7,2018-07,13,14.0
BOYDS,MD,2018,8,2018-08,9,9.0
BOYDS,MD,2018,9,2018-09,19,19.0
BOYDS,MD,2018,10,2018-10,15,15.0
BOYDS,MD,2018,11,2018-11,15,15.0
BOYDS,MD,2018,12,2018-12,13,13.0
BOYDS,MD,2019,1,2019-01,11,11.0
BOYDS,MD,2019,2,2019-02,13,13.0
BOYDS,MD,2019,3,2019-03,15,15.0
BOYDS,MD,2019,4,2019-04,21,21.0
BOYDS,MD,2019,5,2019-05,14,15.0
BOYDS,MD,2019,6,2019-06,8,8.0
BOYDS,MD,2019,7,2019-07,21,21.0
BOYDS,MD,2019,8,2019-08,11,11.0
BOYDS,MD,2019,9,2019-09,18,18.0
BOYDS,MD,2019,10,2019-10,12,12.0
BOYDS,MD,2019,11,2019-11,16,16.0
BOYDS,MD,2019,12,2019-12,13,13.0
BOYDS,MD,2020,1,2020-01,11,11.0
BOYDS,MD,2020,2,2020-02,18,19.0
BOYDS,MD,2020,3,2020-03,9,9.0
BOYDS,MD,2020,4,2020-04,11,11.0
BOYDS,MD,2020,5,2020-05,20,22.0
BOYDS,MD,2020,6,2020-06,12,13.0
BOYDS,MD,2020,7,2020-07,18,18.0
BOYDS,MD,2020,8,2020-08,17,18.0
BOYDS,MD,2020,9,2020-09,9,9.0
BOYDS,MD,2020,10,2020-10,24,24.0
BOYDS,MD,2020,11,2020-11,13,13.0
BOYDS,MD,2020,12,2020-12,11,11.0
BOYDS,MD,2021,1,2021-01,15,16.0
BOYDS,MD,2021,2,2021-02,10,10.0
BOYDS,MD,2021,3,2021-03,17,17.0
BOYDS,MD,2021,4,2021-04,14,15.0
BOYDS,MD,2021,5,2021-05,18,19.0
BOYDS,MD,2021,6,2021-06,8,8.0
BOYDS,MD,2021,7,2021-07,15,16.0
BOYDS,MD,2021,8,2021-08,14,14.0
BOYDS,MD,2021,9,2021-09,17,20.0
BOYDS,MD,2021,10,2021-10,27,27.0
BOYDS,MD,2021,11,2021-11,13,13.0
BOYDS,MD,2021,12,2021-12,9,9.0
BOYDS,MD,2022,1,2022-01,8,8.0
BOYDS,MD,2022,2,2022-02,13,13.0
BOYDS,MD,2022,3,2022-03,20,22.0
BOYDS,MD,2022,4,2022-04,5,6.0
BOYDS,MD,2022,5,2022-05,8,9.0
BOYDS,MD,2022,6,2022-06,14,15.0
BOYDS,MD,2022,7,2022-07,17,17.0
BOYDS,MD,2022,8,2022-08,17,17.0
BOYDS,MD,2022,9,2022-09,9,9.0
BOYDS,MD,2022,10,2022-10,10,10.0
BOYDS,MD,2022,11,2022-11,17,17.0
BOYDS,MD,2022,12,2022-12,11,12.0
BOYDS,MD,2023,1,2023-01,13,14.0
BOYDS,MD,2023,2,2023-02,13,13.0
BOYDS,MD,2023,3,2023-03,10,10.0
BOYDS,MD,2023,4,2023-04,16,16.0
BOYDS,MD,2023,5,2023-05,19,19.0
BOYDS,MD,2023,6,2023-06,13,14.0
BOYDS,MD,2023,7,2023-07,12,12.0
BOYDS,MD,2023,8,2023-08,10,11.0
BOYDS,MD,2023,9,2023-09,12,12.0
BOYDS,MD,2023,10,2023-10,8,10.0
BOYDS,MD,2023,11,2023-11,6,6.0
BOYDS,MD,2023,12,2023-12,5,5.0
BOYDS,MD,2024,1,2024-01,5,5.0
BOYDS,MD,2024,2,2024-02,8,9.0
BOYDS,MD,2024,3,2024-03,10,10.0
BOYDS,MD,2024,4,2024-04,16,16.0
BOYDS,MD,2024,5,2024-05,12,12.0
BOYDS,MD,2024,6,2024-06,8,8.0
BOYDS,MD,2024,7,2024-07,14,14.0
BOYDS,MD,2024,8,2024-08,14,14.0
BOYDS,MD,2024,9,2024-09,15,15.0
BOYDS,MD,2024,10,2024-10,13,14.0
BOYDS,MD,2024,11,2024-11,10,11.0
BOYDS,MD,2024,12,2024-12,22,22.0
BOYDS,MD,2025,1,2025-01,10,10.0
BOYDS,MD,2025,2,2025-02,6,6.0
BOYDS,MD,2025,3,2025-03,7,7.0
BOYDS,MD,2025,4,2025-04,15,16.0
BOYDS,MD,2025,5,2025-05,13,13.0
BOYDS,MD,2025,6,2025-06,15,15.0
BOYDS,MD,2025,7,2025-07,10,10.0
BOYDS,MD,2025,8,2025-08,13,13.0
BOYDS,MD,2025,9,2025-09,12,13.0
BOYDS,MD,2025,10,2025-10,10,10.0
BOYDS,MD,2025,11,2025-11,22,25.0
BOYDS,MD,2025,12,2025-12,16,16.0
BOYDS,MD,2026,1,2026-01,15,17.0
BOYDS,MD,2026,2,2026-02,14,14.0
BOYDS,MD,2026,3,2026-03,10,10.0
BOYDS,MD,2026,4,2026-04,13,13.0
BOYDS,MD,2026,5,2026-05,6,6.0
BOYDS,MD,2026,6,2026-06,11,11.0
BOYDS,MD,2026,7,2026-07,2,2.0
BROOKEVILLE,MD,2016,7,2016-07,17,17.0
BROOKEVILLE,MD,2016,8,2016-08,14,14.0
BROOKEVILLE,MD,2016,9,2016-09,14,14.0
BROOKEVILLE,MD,2016,10,2016-10,15,15.0
BROOKEVILLE,MD,2016,11,2016-11,11,11.0
